ev_id,origin_time,eq_latitude,eq_longitude,magnitude,v_ij
texnet2022qjcn,2022-08-21 16:04:14.439000,31.70759,-104.16872,2.58,1.9488783287760563
texnet2022qous,2022-08-24 18:56:14.346000,31.61232,-104.10635,2.08,1.5588585658969163
texnet2022qpae,2022-08-24 21:41:44.520000,31.61128,-104.10554,2.22,1.6031702000091876
texnet2022qqge,2022-08-25 13:51:51.591000,31.61345,-104.10926,2.04,1.6456772422773802
texnet2022qqpu,2022-08-25 18:46:08.909000,31.7535,-104.19461,2.02,0.9999940909869829
texnet2022qrye,2022-08-26 12:06:27.660000,31.75141,-104.18895,2.08,1.3752060831589341
texnet2022qsza,2022-08-27 01:39:38.213000,31.71566,-104.31977,2.27,2.2089128521027175
texnet2022qtrv,2022-08-27 11:10:13.487999,31.59202,-104.24574,2.6,1.72916752267392
texnet2022qwbc,2022-08-28 18:07:01.696000,31.71979,-104.28113,2.02,0.8072150299968427
texnet2022qxzf,2022-08-29 19:25:56.628000,31.71149,-104.17182,2.01,1.3619813437761257
texnet2022rbay,2022-08-31 11:43:44.155999,31.65179,-104.30769,2.07,1.9509025152744377
texnet2022rcle,2022-09-01 06:01:46.896000,31.61387,-104.27445,2.46,1.7569741814984647
texnet2022rdhg,2022-09-01 17:11:23.213999,31.61416,-104.27232,2.31,1.6465262152731708
texnet2022rdzw,2022-09-02 02:35:14.686000,31.56625,-104.1648,2.2,1.7031594641948196
texnet2022rebs,2022-09-02 03:30:46.554999,31.61238,-104.26834,2.44,1.525667336626361
texnet2022recf,2022-09-02 03:45:07.945000,31.61213,-104.26779,2.16,1.4378434523691912
texnet2022reiy,2022-09-02 07:10:27.047000,31.61175,-104.26738,2.14,1.8072078350486855
texnet2022rele,2022-09-02 08:18:19.329999,31.61208,-104.26718,1.97,1.190620415324349
texnet2022rfyn,2022-09-03 04:10:38.575000,31.61933,-104.34081,2.43,1.8422686158190567
texnet2022rgmw,2022-09-03 11:25:32.832000,31.60861,-104.24049,2.55,1.6645415553725122
texnet2022rgon,2022-09-03 12:14:41.279000,31.67501,-104.19209,2.36,1.7380962538638454
texnet2022rkua,2022-09-05 19:38:30.832000,31.6597,-104.32257,2.33,1.6357407904148786
texnet2022rmui,2022-09-06 22:01:17.879000,31.56207,-104.13848,2.05,1.677744789587764
texnet2022rmys,2022-09-07 00:13:53.542000,31.65387,-104.30683,2.5,1.2043884291245919
texnet2022rmze,2022-09-07 00:28:03.632000,31.65272,-104.30636,3.03,1.2309253808368588
texnet2022roae,2022-09-07 14:05:58.392000,31.65969,-104.31171,2.09,2.6696706540394146
texnet2022roon,2022-09-07 21:20:24.396000,31.71983,-104.27361,2.01,1.5850874146115548
texnet2022rosf,2022-09-07 23:12:28.681000,31.65702,-104.30295,2.69,1.7110951340486018
texnet2022rqfl,2022-09-08 19:01:56.161000,31.66055,-104.30939,2.06,1.7906088827229383
texnet2022rqqm,2022-09-09 00:36:20.541000,31.66177,-104.33586,2.0,2.0593640295734117
texnet2022rtgt,2022-09-10 11:06:34.365000,31.71842,-104.29517,2.08,1.4633891338605876
texnet2022rutm,2022-09-11 06:39:42.615999,31.65856,-104.30626,2.06,2.2669398153863773
texnet2022rwrf,2022-09-12 07:50:49.262999,31.67547,-104.19075,2.93,1.632862226079966
texnet2022rwsg,2022-09-12 08:20:37.234999,31.5646,-104.16434,2.45,1.402686713382142
texnet2022rxjz,2022-09-12 17:16:28.474000,31.67409,-104.18925,2.95,1.6963292800404937
texnet2022rxxt,2022-09-13 00:14:27.992999,31.56884,-104.16923,2.93,1.6462554557753928
texnet2022rymt,2022-09-13 07:49:42.883000,31.65432,-104.31033,3.1,1.469766801972021
texnet2022rypg,2022-09-13 09:04:42.127000,31.6556,-104.31344,3.22,4.291466192493669
texnet2022ryui,2022-09-13 11:38:27.937999,31.61537,-104.12096,2.11,1.1883885057324208
texnet2022ryyz,2022-09-13 13:59:09.737999,31.63755,-104.14354,2.03,1.5968911049194399
texnet2022rzhf,2022-09-13 18:09:04.490000,31.75015,-104.18423,2.02,2.548271126081907
texnet2022rzma,2022-09-13 20:35:27.228999,31.65736,-104.30765,2.7,3.059073218826217
texnet2022rzqh,2022-09-13 22:44:34.277999,31.6568,-104.30684,2.08,2.0225982085841197
texnet2022rztz,2022-09-14 00:36:01.917000,31.65257,-104.30727,2.11,1.894653688287143
texnet2022scap,2022-09-15 06:14:24.059999,31.55963,-104.10468,2.26,1.6754300062282845
texnet2022scaz,2022-09-15 06:24:42.963999,31.55916,-104.10457,2.53,1.4467682451735782
texnet2022scbj,2022-09-15 06:35:52.003999,31.55639,-104.10334,3.29,1.5394207680407732
texnet2022scee,2022-09-15 08:02:23.262000,31.55927,-104.10431,2.03,1.621254810344487
texnet2022scge,2022-09-15 09:03:02.817000,31.55985,-104.10591,2.08,1.5261600508667932
texnet2022scrt,2022-09-15 14:52:10.541000,31.66504,-104.18339,1.75,1.730937746465269
texnet2022sdam,2022-09-15 19:17:34.744999,31.61368,-104.2698,1.79,1.651285355429083
texnet2022sdxp,2022-09-16 06:59:07.605000,31.65179,-104.34435,1.7,1.5295167997877335
texnet2022sdyz,2022-09-16 07:40:33.040999,31.55475,-104.1002,2.04,1.5625404241306502
texnet2022sfhh,2022-09-17 01:02:04.947000,31.6531,-104.29315,2.62,1.5327714821516825
texnet2022shgh,2022-09-18 02:46:59.143999,31.61982,-104.13578,2.36,1.8649403606928292
texnet2022sivv,2022-09-18 23:44:38.107999,31.61902,-104.13105,2.44,1.2541411268433118
texnet2022skfn,2022-09-19 17:48:09.205000,31.64111,-104.29219,2.27,1.9661796708794788
texnet2022snry,2022-09-21 15:28:53.789000,31.63049,-104.14831,2.31,1.4893604540389724
texnet2022sotv,2022-09-22 05:34:23.975000,31.61972,-104.12565,2.13,1.4296305882352942
texnet2022sruc,2022-09-23 21:05:43.249000,31.61238,-104.26579,2.43,1.6246474239898625
texnet2022stlb,2022-09-24 18:49:19.016999,31.61596,-104.10651,2.07,1.3636531268766618
texnet2022suez,2022-09-25 04:53:00.496000,31.71405,-104.26806,1.87,2.129339651797674
texnet2022sypn,2022-09-27 14:44:49.941000,31.65588,-104.30384,2.96,2.1240495570249345
texnet2022syqu,2022-09-27 15:23:37.667999,31.6564,-104.3052,2.48,2.1397559676511926
texnet2022szsn,2022-09-28 05:24:22.722999,31.69073,-104.30125,1.89,2.111137162349577
texnet2022tack,2022-09-28 10:24:17.605000,31.719,-104.30308,1.97,11.166694065428329
texnet2022tayh,2022-09-28 21:28:22.553000,31.65818,-104.32155,2.0,3.0037013278575793
texnet2022tfts,2022-10-01 12:49:21.757999,31.67414,-104.19033,2.87,1.720298974244229
texnet2022tgwu,2022-10-02 03:30:21.286000,31.58832,-104.23373,1.97,1.7147987850786528
texnet2023abgp,2023-01-01 16:28:26.740999,31.71646,-104.28351,2.6,1.6974717275256814
texnet2023abjo,2023-01-01 17:57:40.008000,31.61657,-104.12424,2.44,1.6232018786833953
texnet2023afev,2023-01-03 20:06:43.652999,31.61553,-104.12113,2.38,1.4763871372807265
texnet2023affc,2023-01-03 20:15:35.753999,31.61484,-104.12196,2.11,1.7551313159336013
texnet2023afhn,2023-01-03 21:27:27.557999,31.61671,-104.12157,2.7,1.6228500521296396
texnet2023afht,2023-01-03 21:33:40.514000,31.61885,-104.12069,2.09,1.8627108018965586
texnet2023agin,2023-01-04 11:07:37.158999,31.65036,-104.26718,2.27,1.9519433405003934
texnet2023ajoq,2023-01-06 05:37:03.899999,31.60363,-104.24712,2.43,1.3802538075884494
texnet2023ajxr,2023-01-06 10:10:47.600000,31.60473,-104.24574,2.23,2.035570005233527
texnet2023akee,2023-01-06 13:27:43.857999,31.65122,-104.30314,2.61,1.9581382685132926
texnet2023akeh,2023-01-06 13:28:04.160000,31.65097,-104.30406,3.43,1.7229083085722532
texnet2023akyb,2023-01-06 23:30:36.402999,31.61438,-104.11907,2.08,1.341622844806511
texnet2023alkx,2023-01-07 06:00:52.045000,31.61373,-104.11814,1.96,1.3537133248077922
texnet2023aluw,2023-01-07 11:01:59.139000,31.61963,-104.11965,1.99,1.4153084296381742
texnet2023aluz,2023-01-07 11:04:12.102999,31.61715,-104.11807,2.0,1.509657604422492
texnet2023amfd,2023-01-07 16:12:31.443999,31.65181,-104.3077,1.87,5.564896112213019
texnet2023aoba,2023-01-08 16:24:08.436999,31.60682,-104.25591,1.99,1.682678251047007
texnet2023aoct,2023-01-08 17:16:46.948999,31.60752,-104.25673,2.13,3.055298661677972
texnet2023aohb,2023-01-08 19:28:17.079000,31.67867,-104.22566,1.8,1.6893102948059813
texnet2023apcd,2023-01-09 06:07:07.586999,31.61092,-104.11114,2.28,1.6779587337139146
texnet2023apir,2023-01-09 09:24:54.131999,31.6077,-104.2522,1.68,1.4861508095297655
texnet2023asoj,2023-01-11 03:42:47.490999,31.61957,-104.12107,2.0,1.324414689942597
texnet2023athd,2023-01-11 13:12:17.971000,31.71955,-104.30423,2.56,1.7139407979497339
texnet2023avzm,2023-01-13 00:43:14.356999,31.71692,-104.2676,2.51,1.8859175326719517
texnet2023axju,2023-01-13 19:03:50.179999,31.61694,-104.11442,1.84,1.660701267262678
texnet2023axxl,2023-01-14 01:59:16.193000,31.68315,-104.28777,2.22,1.581109534839039
texnet2023azcz,2023-01-14 17:55:07.817000,31.61897,-104.12711,2.12,1.642491641705207
texnet2023azja,2023-01-14 20:58:38.918999,31.61994,-104.12548,2.17,1.4918039786511403
texnet2023aztd,2023-01-15 02:03:06.796000,31.68491,-104.28855,2.72,1.7993195786817353
texnet2023bard,2023-01-15 14:10:32.784999,31.73535,-104.24316,2.53,1.563721912039591
texnet2023baul,2023-01-15 15:51:32.863999,31.72147,-104.29856,2.18,1.8046252539165064
texnet2023bazj,2023-01-15 18:21:38.307999,31.73608,-104.24344,2.49,1.8036072267857286
texnet2023bbgi,2023-01-15 21:51:40.523000,31.6514,-104.30102,2.26,1.6618310629437723
texnet2023bbip,2023-01-15 23:01:16.143999,31.61268,-104.10732,2.11,1.6657397357297417
texnet2023bbla,2023-01-16 00:13:27.234000,31.61924,-104.12372,1.98,1.5428058120460904
texnet2023bbtb,2023-01-16 04:18:31.428000,31.61681,-104.12408,2.06,1.6918510461506013
texnet2023berl,2023-01-17 18:53:54.606000,31.5758,-104.17802,1.96,1.6040478114488554
texnet2023bfqg,2023-01-18 07:26:10.980999,31.68351,-104.28878,2.31,1.944834789306267
texnet2023bgtu,2023-01-18 22:20:15.766999,31.61897,-104.12037,2.0,1.6260347993938344
texnet2023bhgu,2023-01-19 04:55:09.263999,31.61604,-104.12562,1.77,1.5455715321280978
texnet2023bhxf,2023-01-19 13:13:19.663000,31.71399,-104.26674,2.18,1.5756909946394089
texnet2023bibi,2023-01-19 15:17:48.090000,31.71384,-104.26626,1.88,1.6293676608517738
texnet2023bimq,2023-01-19 21:00:28.687999,31.56576,-104.16651,2.26,1.7030779273053103
texnet2023bing,2023-01-19 21:18:38.728000,31.56654,-104.16762,2.02,1.5496715448155387
texnet2023bivc,2023-01-20 01:16:48.360999,31.62049,-104.35121,2.02,1.8364590468791342
texnet2023biwp,2023-01-20 02:03:02.286000,31.62026,-104.3501,2.18,1.8880302484592921
texnet2023bjfb,2023-01-20 06:19:25.908999,31.65172,-104.28934,2.22,1.6659935614414507
texnet2023bjhr,2023-01-20 07:38:32.548999,31.55916,-104.19679,2.07,1.7444383571250126
texnet2023blil,2023-01-21 10:16:55.338000,31.61954,-104.11939,1.95,1.7013689696748209
texnet2023bmqk,2023-01-22 03:28:01.441000,31.61722,-104.10977,1.89,1.7215698956528573
texnet2023boda,2023-01-22 22:57:43.771999,31.56583,-104.16639,1.74,1.6692069481054415
texnet2023boxm,2023-01-23 09:17:51.112999,31.68368,-104.28977,1.82,1.7042188985576152
texnet2023bphn,2023-01-23 14:20:52.706000,31.65224,-104.29066,1.87,1.6108803769261566
texnet2023bpxg,2023-01-23 22:19:42.158000,31.621,-104.35219,1.97,1.3856856239796704
texnet2023bsca,2023-01-25 02:57:55.258000,31.573,-104.17198,1.76,1.4819254375844693
texnet2023bswc,2023-01-25 13:09:02.697000,31.64311,-104.18313,2.02,4.575363907456061
texnet2023btxx,2023-01-26 03:10:54.015000,31.66227,-104.34086,1.83,1.3846840240481602
texnet2023bucz,2023-01-26 05:45:14.159000,31.68498,-104.29318,2.46,1.6517550324986352
texnet2023bueo,2023-01-26 06:33:44.634000,31.56189,-104.15665,1.96,1.723573268833011
texnet2023bujx,2023-01-26 09:14:47.359999,31.61481,-104.12332,2.11,1.505753138411093
texnet2023bvdm,2023-01-26 19:06:32.402999,31.56576,-104.16055,1.91,1.5992768970441567
texnet2023bvzr,2023-01-27 06:22:28.542000,31.61498,-104.10539,1.98,1.6952335957812945
texnet2023bxhs,2023-01-27 23:33:42.591000,31.66171,-104.34019,2.31,1.605056995313877
texnet2023bxyk,2023-01-28 07:59:42.384000,31.60651,-104.10811,1.93,1.763170364783162
texnet2023bzai,2023-01-28 22:07:25.882000,31.61772,-104.12131,2.2,1.0944660514269235
texnet2023bzat,2023-01-28 22:18:47.386000,31.61483,-104.12256,2.09,1.873550273700016
texnet2023bzbw,2023-01-28 22:52:59.566000,31.61589,-104.1215,2.06,1.6129271405548622
texnet2023caxl,2023-01-29 22:54:52.926999,31.6851,-104.29448,2.19,1.6573940615813185
texnet2023cbtk,2023-01-30 09:59:53.837000,31.62383,-104.28675,2.15,1.8277510483344226
texnet2023cbwa,2023-01-30 11:19:58.640999,31.6232,-104.28525,2.49,1.5667577474519339
texnet2023ccss,2023-01-30 22:47:37.481999,31.59191,-104.20651,1.84,1.5892955702087417
texnet2023ccwd,2023-01-31 00:31:17.716999,31.68506,-104.29178,2.12,1.5205435514287795
texnet2023cdgm,2023-01-31 05:44:29.812999,31.68485,-104.29125,2.45,1.779876487826553
texnet2023cdrd,2023-01-31 11:12:06.984000,31.61417,-104.121,2.18,1.6576357636828298
texnet2023cebl,2023-01-31 16:20:21.277000,31.60862,-104.10801,1.96,1.334485057216294
texnet2023cena,2023-01-31 22:09:53.883000,31.684,-104.28896,2.54,1.5215447036312495
texnet2023cexd,2023-02-01 03:17:36.881000,31.59396,-104.24772,1.64,1.609357276538369
texnet2023cexh,2023-02-01 03:18:16.402000,31.59375,-104.24763,1.84,1.6769613261273109
texnet2023ceyi,2023-02-01 03:54:21.754000,31.66169,-104.33234,2.65,1.7519516821156
texnet2023cfne,2023-02-01 11:23:36.243999,31.66169,-104.33213,2.19,1.9323440388765571
texnet2023cfug,2023-02-01 14:58:07.823000,31.59445,-104.24624,2.46,1.7480839735343585
texnet2023cfus,2023-02-01 15:14:20.483000,31.59466,-104.24686,2.57,1.6756876935246232
texnet2023cfuv,2023-02-01 15:16:51.027000,31.59505,-104.2475,2.52,1.927576257640076
texnet2023cfvb,2023-02-01 15:23:15.438000,31.5951,-104.24838,1.78,1.8214714667646092
texnet2023cgaz,2023-02-01 18:23:04.043000,31.59326,-104.24553,2.75,1.7053727271592312
texnet2023cgee,2023-02-01 19:59:34.110999,31.65313,-104.30454,2.23,1.5935842624132541
texnet2023cghe,2023-02-01 21:29:31.193999,31.68311,-104.2892,2.27,1.638871040245257
texnet2023cgil,2023-02-01 22:08:52.578000,31.68386,-104.28943,2.42,1.6146828350524234
texnet2023cgxc,2023-02-02 05:33:09.291999,31.64703,-104.37259,2.66,2.55731921855357
texnet2023chap,2023-02-02 07:19:14.919000,31.64723,-104.34501,2.04,3.418477582759064
texnet2023chbb,2023-02-02 07:33:57.981999,31.59136,-104.24729,1.94,1.8408165684042364
texnet2023chcx,2023-02-02 08:28:25.675000,31.65303,-104.30193,2.1,1.7832775642750438
texnet2023chzt,2023-02-02 20:00:38.451999,31.61923,-104.35295,1.92,1.4969998135237663
texnet2023cihm,2023-02-02 23:56:34.740000,31.64131,-104.17202,2.11,1.6861146546262762
texnet2023cjdf,2023-02-03 10:55:26.993999,31.56705,-104.16893,1.81,1.612632237051925
texnet2023cmaf,2023-02-05 00:48:22.327000,31.7036,-104.16827,2.56,1.7580159663974957
texnet2023cnvi,2023-02-06 00:36:51.100000,31.64784,-104.27558,2.09,1.7160531225933149
texnet2023cpzm,2023-02-07 04:59:20.653999,31.62195,-104.13301,2.07,1.4593513488522436
texnet2023cqro,2023-02-07 14:07:08.919999,31.65157,-104.30021,2.34,1.7052419956939207
texnet2023cqyg,2023-02-07 17:29:44.887999,31.65528,-104.31963,1.93,1.8039323266047
texnet2023crfe,2023-02-07 20:59:51.774000,31.62018,-104.13666,2.38,1.567303103440522
texnet2023crgg,2023-02-07 21:32:40.469999,31.65168,-104.30001,2.14,1.6048418049325566
texnet2023csaq,2023-02-08 07:48:35.697000,31.62036,-104.13414,1.99,1.6252692530983757
texnet2023ctmm,2023-02-09 02:57:47.197000,31.63061,-104.14051,2.21,1.5902790071203645
texnet2023ctsg,2023-02-09 05:54:11.750999,31.61943,-104.12921,2.15,1.6666097950087166
texnet2023ctsq,2023-02-09 06:02:36.564000,31.65129,-104.29537,2.13,1.7392472921719615
texnet2023cunm,2023-02-09 16:36:06.307000,31.62892,-104.21882,1.83,1.560422973830995
texnet2023cvpw,2023-02-10 06:56:29.524999,31.6438,-104.16626,2.0,1.802251114929086
texnet2023cyhv,2023-02-11 18:17:51.828000,31.62073,-104.1822,1.82,1.6267818199151094
texnet2023czgi,2023-02-12 06:39:10.821999,31.61911,-104.12699,1.86,1.6883715612845305
texnet2023czgx,2023-02-12 06:55:52.600999,31.61887,-104.12554,1.89,1.661712051281124
texnet2023dbvc,2023-02-13 16:24:15.868999,31.62224,-104.12834,2.02,1.6795165284342055
texnet2023dckj,2023-02-14 00:07:40.546999,31.64385,-104.16621,1.74,1.5886402941434845
texnet2023debz,2023-02-14 22:09:18.417999,31.64617,-104.32935,2.41,1.8108730516333076
texnet2023deip,2023-02-15 01:28:46.639000,31.61539,-104.12148,2.06,1.699404574938388
texnet2023dgkp,2023-02-16 04:46:34.606999,31.68528,-104.29747,2.12,1.6658193490906013
texnet2023dgtd,2023-02-16 09:05:16.870000,31.65312,-104.31064,1.75,1.856650552168908
texnet2023dhbk,2023-02-16 13:15:40.002000,31.60844,-104.09883,1.8,1.7168633238932238
texnet2023dhor,2023-02-16 19:57:26.824000,31.68492,-104.29427,2.11,1.8449394946921391
texnet2023dhqz,2023-02-16 21:08:14.132999,31.64959,-104.23203,1.69,1.897585916734944
texnet2023dikx,2023-02-17 07:12:06.993999,31.64815,-104.32578,2.07,2.1916716901331137
texnet2023djgv,2023-02-17 18:15:45.134000,31.61916,-104.12336,1.76,1.7639037312342205
texnet2023djus,2023-02-18 01:17:34.893999,31.6194,-104.13171,1.93,1.6421984647487378
texnet2023dmaf,2023-02-19 06:20:32.524000,31.70687,-104.17727,1.79,3.4265065065859197
texnet2023dmtl,2023-02-19 16:03:32.799999,31.68514,-104.29627,2.26,1.5123556584794728
texnet2023dncl,2023-02-19 20:36:53.106000,31.58813,-104.23559,2.17,1.825230330162352
texnet2023dnjw,2023-02-20 00:21:12.977999,31.60852,-104.26072,2.11,1.7119707436724976
texnet2023dnlh,2023-02-20 01:05:05.629999,31.59943,-104.19861,2.0,1.5919409396295758
texnet2023dqbu,2023-02-21 11:40:30.937999,31.71691,-104.28707,2.77,1.6513642096539418
texnet2023dqit,2023-02-21 15:12:34.470999,31.61363,-104.2698,1.81,1.7039866204768064
texnet2023dqqs,2023-02-21 19:12:39.802999,31.61886,-104.12045,2.21,1.7040369481336604
texnet2023dqti,2023-02-21 20:32:30.228000,31.61266,-104.27101,2.05,1.6002749014958741
texnet2023dqtv,2023-02-21 20:48:43.655000,31.61255,-104.26823,2.48,1.92582796347246
texnet2023drvx,2023-02-22 10:58:48.148000,31.60315,-104.22271,1.89,2.0026168443177492
texnet2023dstw,2023-02-22 23:05:37.752000,31.61229,-104.27001,2.07,1.6409675408968059
texnet2023duba,2023-02-23 15:50:13.199999,31.60534,-104.20009,1.65,2.0394252010425236
texnet2023dwid,2023-02-24 21:42:36.039000,31.5639,-104.16162,1.94,1.5358777611740175
texnet2023dymv,2023-02-26 02:21:07.214000,31.63781,-104.17742,1.94,1.6628829797166005
texnet2023dyre,2023-02-26 04:33:22.240999,31.61449,-104.11904,2.05,1.6602137686634553
texnet2023dzjc,2023-02-26 13:35:59.804000,31.68367,-104.29069,2.03,1.562411148427103
texnet2023eabh,2023-02-26 22:48:43.557000,31.63727,-104.17678,2.09,1.7090048087099443
texnet2023eapw,2023-02-27 06:10:08.656000,31.63649,-104.1793,2.72,1.739710063504691
texnet2023eavq,2023-02-27 09:04:35.973999,31.6367,-104.17896,3.0,1.7055223156733288
texnet2023eavt,2023-02-27 09:05:22.472999,31.63487,-104.18411,3.0,1.6662036915374818
texnet2023eaxg,2023-02-27 09:53:05.500000,31.63468,-104.18352,2.38,1.7310056993970055
texnet2023eazf,2023-02-27 10:53:03.951000,31.65331,-104.30996,2.5,2.716929952061492
texnet2023ebcp,2023-02-27 12:35:39.615999,31.61234,-104.26953,3.1,1.7058377018693134
texnet2023ebdd,2023-02-27 12:51:41.521000,31.63734,-104.17702,2.31,1.7197036746306429
texnet2023ebea,2023-02-27 13:18:46.790999,31.61222,-104.26785,1.88,1.5919710288287776
texnet2023ebnc,2023-02-27 17:54:18.835999,31.63216,-104.18823,2.27,1.7235799726375602
texnet2023ebot,2023-02-27 18:44:34.006999,31.7158,-104.27705,2.2,2.2556438946543653
texnet2023ebtu,2023-02-27 21:16:29.972000,31.63185,-104.18291,2.41,1.7241002434731907
texnet2023ecfj,2023-02-28 03:06:20.164000,31.58837,-104.21112,2.15,1.7332410992653495
texnet2023ecuq,2023-02-28 10:50:52.179000,31.63782,-104.17902,1.9,1.727944377678338
texnet2023edos,2023-02-28 20:58:45.149999,31.61944,-104.33954,2.72,1.6555475011472045
texnet2023edxs,2023-03-01 01:31:09.294000,31.61967,-104.34168,2.09,1.6803376678705966
texnet2023edym,2023-03-01 01:55:24.849000,31.65587,-104.29962,1.91,1.5483627481672697
texnet2023eebt,2023-03-01 03:34:43.804000,31.65302,-104.30579,2.42,1.6177583018503974
texnet2023eecu,2023-03-01 04:05:59.171999,31.65512,-104.29863,1.76,1.6987867862320385
texnet2023eeex,2023-03-01 05:09:37.228000,31.71888,-104.30268,2.56,108.46233402815778
texnet2023eegc,2023-03-01 05:46:25.681000,31.65566,-104.29924,1.93,1.7280698327689201
texnet2023eehw,2023-03-01 06:39:51.847999,31.65129,-104.29655,1.87,1.6005727677392734
texnet2023eepu,2023-03-01 10:39:32.685000,31.63649,-104.18054,2.61,1.7456470329619111
texnet2023efee,2023-03-01 17:55:52.628000,31.61021,-104.10138,2.02,1.619498728891153
texnet2023efef,2023-03-01 17:56:57.112999,31.66096,-104.32444,2.2,1.8284468444794642
texnet2023efgr,2023-03-01 19:11:32.003999,31.62091,-104.3433,1.96,1.5868349366945866
texnet2023efmf,2023-03-01 21:59:06.703999,31.65382,-104.30159,2.07,1.7351108178747576
texnet2023efsa,2023-03-02 00:54:25.868999,31.65407,-104.30159,2.15,1.7565178773101742
texnet2023egbg,2023-03-02 05:35:04.966999,31.65428,-104.30281,2.02,1.564431966859466
texnet2023egqv,2023-03-02 13:28:05.666999,31.71844,-104.30467,1.93,1.5302170268504411
texnet2023ehnh,2023-03-03 00:48:48.701000,31.61835,-104.1146,2.18,1.4069110202661566
texnet2023ehpj,2023-03-03 01:51:29.361999,31.65328,-104.3013,2.36,1.6469937322059192
texnet2023elje,2023-03-05 03:16:33.896999,31.60968,-104.31562,2.02,2.023162285262362
texnet2023emml,2023-03-05 18:03:45.552999,31.65281,-104.29935,2.65,1.6116832036909894
texnet2023eovh,2023-03-07 00:47:37.606999,31.62893,-104.22216,1.95,1.6051878780664233
texnet2023epmr,2023-03-07 09:34:56.704999,31.61318,-104.10349,2.16,1.4926621215454825
texnet2023erqs,2023-03-08 13:53:39.701999,31.59405,-104.11775,1.91,1.7846968824386098
texnet2023erxd,2023-03-08 17:08:43.387000,31.61501,-104.10517,2.21,1.7030291062759304
texnet2023etno,2023-03-09 14:34:18.056999,31.65824,-104.28424,1.95,1.7483850128621181
texnet2023eujn,2023-03-10 01:38:36.463000,31.5581,-104.14264,2.74,1.7127136988349896
texnet2023eunn,2023-03-10 03:41:36.082000,31.55765,-104.14317,2.71,1.6340240952825182
texnet2023evym,2023-03-10 22:21:56.384999,31.61498,-104.1074,2.2,1.6792136671891125
texnet2023ewlu,2023-03-11 05:07:54.689999,31.61366,-104.26816,2.56,1.7125442992076965
texnet2023ewml,2023-03-11 05:24:44.715000,31.61366,-104.26778,2.02,1.710351304593577
texnet2023ewzt,2023-03-11 12:08:25.335999,31.64845,-104.26536,2.46,1.795519741642363
texnet2023ezgf,2023-03-12 17:40:34.137000,31.65056,-104.28119,1.91,1.6362811667447854
texnet2023ezwv,2023-03-13 02:04:10.789999,31.61992,-104.28107,2.7,2.0031037111441514
texnet2023fauw,2023-03-13 14:13:51.680999,31.66382,-104.33288,2.02,1.7158197263637898
texnet2023faxm,2023-03-13 15:32:44.159999,31.66382,-104.33352,2.19,1.7908426191114621
texnet2023fbiz,2023-03-13 21:21:15.692000,31.72314,-104.2999,3.45,1.9999893604570744
texnet2023fbug,2023-03-14 03:01:39.713999,31.66313,-104.33617,1.91,1.7328536762419358
texnet2023fbvv,2023-03-14 03:50:27.926999,31.66288,-104.33568,3.12,2.3026384537907445
texnet2023fcbw,2023-03-14 06:53:18.964999,31.6632,-104.33994,2.59,1.9119622376897183
texnet2023fcfh,2023-03-14 08:37:21.282000,31.59441,-104.24837,2.22,1.715083667249258
texnet2023fcia,2023-03-14 09:59:42.642000,31.66387,-104.32987,2.42,2.0565789956204465
texnet2023fcjt,2023-03-14 10:51:33.009999,31.66285,-104.33186,2.07,1.993242118063373
texnet2023fcml,2023-03-14 12:14:47.317000,31.59462,-104.25032,2.06,1.7273551524398603
texnet2023fdct,2023-03-14 20:28:25.905000,31.61947,-104.33692,2.68,1.8210478823732745
texnet2023fdlc,2023-03-15 00:41:02.632000,31.66174,-104.32772,2.16,1.8457901823007556
texnet2023fdsk,2023-03-15 04:22:53.658000,31.6131,-104.10306,1.85,1.5379987921583207
texnet2023fdxg,2023-03-15 06:48:22.027999,31.61427,-104.10221,2.29,1.7524220122192447
texnet2023ffix,2023-03-16 01:51:31.217999,31.6187,-104.33782,2.01,1.7011018286953372
texnet2023ffym,2023-03-16 09:43:44.957000,31.59392,-104.25195,2.21,1.7440716108072056
texnet2023fgnw,2023-03-16 17:29:47.103999,31.66064,-104.3294,2.51,1.7446692907211374
texnet2023fgtw,2023-03-16 20:31:59.145000,31.65907,-104.3233,2.01,1.7713768601948814
texnet2023fhnq,2023-03-17 06:31:18.782000,31.68179,-104.28536,2.02,1.571638956519278
texnet2023fiac,2023-03-17 12:48:36.088000,31.61648,-104.10516,2.05,1.6816364164016493
texnet2023fkfc,2023-03-18 17:37:07.908999,31.71362,-104.26458,1.96,1.6367272637102985
texnet2023fkpq,2023-03-18 22:55:53.604999,31.61638,-104.10591,2.11,1.559095959732816
texnet2023flkc,2023-03-19 09:16:07.645999,31.74425,-104.1721,2.19,1.7150094474433324
texnet2023flsl,2023-03-19 13:29:28.150999,31.66256,-104.34138,3.13,2.328289113934799
texnet2023flsu,2023-03-19 13:39:29.814000,31.66182,-104.33906,2.64,1.8565779990183326
texnet2023flun,2023-03-19 14:32:43.353999,31.66129,-104.33857,1.88,1.6754694739144265
texnet2023flwp,2023-03-19 15:35:38.973999,31.66583,-104.3358,1.81,2.402863785098647
texnet2023focu,2023-03-20 20:59:49.621000,31.59516,-104.24339,2.4,1.8005055514862822
texnet2023foln,2023-03-21 01:24:22.446999,31.56233,-104.14164,2.15,1.6655359192972328
